,total_unique_sites,conversion_rate,total_sessions,avg_time_to_action,unique_sites_fraction
user_64035,273.0,0.3333333333333333,9.0,192.66666666666666,0.3234597156398104
user_64037,33.0,0.6666666666666666,6.0,50.5,0.275
user_64038,219.0,0.6,5.0,70.0,0.5081206496519721
user_64041,220.0,0.6666666666666666,3.0,121.0,0.4612159329140461
user_64042,173.0,0.8,5.0,28.0,0.35450819672131145
user_64047,256.0,0.42424242424242425,33.0,780.6428571428571,0.10260521042084168
user_64048,117.0,0.5,4.0,163.0,0.527027027027027
user_64049,351.0,0.47619047619047616,21.0,160.3,0.2598075499629904
user_64050,53.0,1.0,1.0,80.0,1.0
user_64051,202.0,0.5,2.0,82.0,0.9439252336448598
user_64052,308.0,0.5714285714285714,14.0,101.25,0.14219759926131118
user_64053,388.0,0.4782608695652174,46.0,384.04545454545456,0.07313854853911404
user_64055,110.0,0.0,1.0,,1.0
user_64056,424.0,0.5714285714285714,49.0,70.82142857142857,0.08488488488488488
user_64058,149.0,0.0,2.0,,0.5539033457249071
user_64060,108.0,1.0,1.0,135.0,1.0
user_64065,181.0,0.75,4.0,129.33333333333334,0.3731958762886598
user_64068,64.0,1.0,1.0,109.0,1.0
user_64069,107.0,1.0,3.0,137.66666666666666,0.6948051948051948
user_64070,268.0,0.6,15.0,81.66666666666667,0.2447488584474886
user_64071,144.0,0.0,1.0,,1.0
user_64073,50.0,0.0,1.0,,1.0
user_64075,329.0,0.5625,16.0,105.66666666666667,0.20221266133988935
user_64076,194.0,0.0,1.0,,1.0
user_64077,114.0,1.0,1.0,132.0,1.0
user_64078,288.0,0.6666666666666666,3.0,120.0,0.8396501457725948
user_64080,217.0,0.6666666666666666,6.0,88.75,0.44650205761316875
user_64082,148.0,1.0,1.0,161.0,1.0
user_64085,285.0,1.0,14.0,83.92857142857143,0.1611079706048615
user_64087,140.0,0.5,4.0,91.5,0.39436619718309857
user_64090,137.0,1.0,1.0,126.0,1.0
user_64091,270.0,1.0,5.0,62.8,0.421875
user_64092,279.0,0.5833333333333334,12.0,-4239.0,0.1912268677176148
user_64093,337.0,0.17391304347826086,23.0,45.0,0.14261531950909861
user_64094,205.0,1.0,1.0,81.0,1.0
user_64096,176.0,0.8181818181818182,11.0,692.6666666666666,0.2962962962962963
user_64097,106.0,0.5,2.0,126.0,0.75177304964539
user_64098,175.0,1.0,1.0,147.0,1.0
user_64099,303.0,0.42857142857142855,7.0,158.33333333333334,0.45770392749244715
user_64101,236.0,0.75,4.0,-206542.0,0.7108433734939759
user_64103,122.0,0.0,1.0,,1.0
user_64106,110.0,1.0,1.0,62.0,1.0
user_64107,244.0,0.8333333333333334,6.0,71.2,0.25902335456475584
user_64108,214.0,1.0,1.0,30.0,1.0
user_64109,371.0,0.24285714285714285,70.0,383.05882352941177,0.060829644203967866
user_64111,199.0,0.6666666666666666,9.0,141.5,0.27715877437325903
user_64116,166.0,0.2,10.0,39.0,0.4598337950138504
user_64117,144.0,0.6666666666666666,3.0,44.5,0.5625
user_64118,266.0,0.36363636363636365,11.0,80.0,0.3071593533487298
user_64120,181.0,1.0,3.0,104.66666666666667,0.38675213675213677
user_64122,374.0,0.4126984126984127,63.0,50.5,0.06934915631374003
user_64123,178.0,1.0,2.0,110.0,0.7447698744769874
user_64124,131.0,0.0,1.0,,1.0
user_64125,199.0,0.0,4.0,,0.6337579617834395
user_64127,199.0,1.0,1.0,88.0,1.0
user_64128,180.0,0.6666666666666666,3.0,83.0,0.7758620689655172
user_64129,227.0,0.5,6.0,93.0,0.4613821138211382
user_64133,262.0,0.42857142857142855,7.0,184.33333333333334,0.28950276243093925
user_64134,263.0,0.25,8.0,38.5,0.3215158924205379
user_64135,107.0,1.0,2.0,81.5,0.6772151898734177
user_64143,90.0,0.5,4.0,52.0,0.3358208955223881
user_64144,192.0,0.42857142857142855,7.0,158.0,0.4314606741573034
user_64145,202.0,1.0,1.0,112.0,1.0
user_64147,241.0,0.5652173913043478,23.0,775.6153846153846,0.1597084161696488
user_64148,198.0,0.25,4.0,1244.0,0.4
user_64150,169.0,1.0,1.0,112.0,1.0
user_64151,233.0,1.0,6.0,56.833333333333336,0.2987179487179487
user_64154,208.0,1.0,3.0,112.66666666666667,0.4581497797356828
user_64155,295.0,0.7272727272727273,11.0,64.125,0.20054384772263767
user_64156,200.0,0.0,3.0,,0.7067137809187279
user_64162,99.0,0.0,1.0,,1.0
user_64163,119.0,0.0,1.0,,1.0
user_64166,220.0,1.0,2.0,12.5,0.5326876513317191
user_64169,165.0,0.0,2.0,,0.7366071428571429
user_64170,190.0,1.0,2.0,119.0,0.6834532374100719
user_64175,239.0,0.25,8.0,140.5,0.403035413153457
user_64176,271.0,0.5833333333333334,12.0,91.71428571428571,0.25209302325581395
user_64177,138.0,0.9,10.0,45.55555555555556,0.20689655172413793
user_64178,97.0,0.6666666666666666,3.0,104.5,0.47783251231527096
user_64180,242.0,0.2,5.0,301.0,0.5226781857451404
user_64181,50.0,1.0,1.0,251.0,1.0
user_64183,78.0,1.0,1.0,172.0,1.0
user_64184,337.0,0.7777777777777778,9.0,145.14285714285714,0.314365671641791
user_64186,149.0,0.75,4.0,81.66666666666667,0.3643031784841076
user_64188,356.0,0.5517241379310345,29.0,94.75,0.17156626506024097
user_64191,246.0,0.62,100.0,75.3225806451613,0.020099681346515238
user_64196,139.0,1.0,1.0,1077.0,1.0
user_64197,176.0,0.5,2.0,102.0,0.6353790613718412
user_64202,167.0,0.0,1.0,,1.0
user_64204,163.0,0.3333333333333333,6.0,803.5,0.43466666666666665
user_64207,58.0,0.0,1.0,,1.0
user_64209,141.0,0.3333333333333333,3.0,220.0,0.5127272727272727
user_64210,158.0,0.8461538461538461,13.0,63.45454545454545,0.1172106824925816
user_64211,142.0,0.3333333333333333,15.0,71.6,0.2892057026476578
user_64212,366.0,0.35294117647058826,17.0,85.16666666666667,0.20504201680672268
user_64214,114.0,0.6666666666666666,3.0,93.0,0.5066666666666667
user_64216,193.0,1.0,1.0,118.0,1.0
user_64217,380.0,0.5441176470588235,68.0,142.97297297297297,0.0594679186228482
user_64218,194.0,0.0,2.0,,0.7854251012145749
user_64220,294.0,0.7777777777777778,9.0,67.57142857142857,0.2215523737754333
user_64222,349.0,0.375,16.0,59.0,0.19154774972557628
user_64223,259.0,0.14285714285714285,7.0,141.0,0.3213399503722084
user_64225,46.0,1.0,1.0,64.0,1.0
user_64226,144.0,1.0,8.0,93.75,0.48
user_64231,269.0,0.6,5.0,265.0,0.44908180300500833
user_64234,206.0,0.5,2.0,56.0,0.7953667953667953
user_64235,231.0,0.8,5.0,95.0,0.4003466204506066
user_64236,55.0,0.5,2.0,38.0,0.5445544554455446
user_64238,280.0,0.7222222222222222,18.0,148.46153846153845,0.1958041958041958
user_64244,223.0,0.8,5.0,221.5,0.2926509186351706
user_64245,197.0,0.6363636363636364,11.0,57.42857142857143,0.11953883495145631
user_64246,228.0,0.6,5.0,86.33333333333333,0.3695299837925446
user_64248,184.0,1.0,2.0,91.5,0.6764705882352942
user_64249,270.0,0.7142857142857143,7.0,60.2,0.4292527821939587
user_64252,104.0,1.0,1.0,75.0,1.0
user_64255,118.0,1.0,1.0,52.0,1.0
user_64256,237.0,0.2857142857142857,7.0,81.5,0.4656188605108055
user_64257,46.0,0.0,1.0,,1.0
user_64258,385.0,0.7083333333333334,24.0,56.35294117647059,0.11727078891257996
user_64259,362.0,0.5,36.0,119.16666666666667,0.10729104919976289
user_64261,161.0,0.5,2.0,118.0,0.5
user_64262,133.0,0.5,2.0,88.0,0.7823529411764706
user_64263,88.0,1.0,1.0,65.0,1.0
user_64266,173.0,0.5,4.0,124.5,0.8199052132701422
user_64267,118.0,0.0,1.0,,1.0
user_64268,166.0,0.0,1.0,,1.0
user_64269,165.0,0.8571428571428571,7.0,135.33333333333334,0.3235294117647059
user_64271,220.0,0.5,2.0,63.0,0.8560311284046692
user_64274,246.0,0.4,5.0,82.0,0.46153846153846156
user_64275,248.0,0.75,4.0,83.0,0.48532289628180036
user_64278,91.0,0.16666666666666666,6.0,274.0,0.24266666666666667
user_64279,237.0,0.5,2.0,254.0,0.7225609756097561
user_64280,166.0,1.0,1.0,560.0,1.0
user_64281,247.0,0.18181818181818182,11.0,58.0,0.2400388726919339
user_64282,267.0,0.5714285714285714,21.0,145.66666666666666,0.1763540290620872
user_64284,234.0,0.2,10.0,88.0,0.35294117647058826
user_64286,294.0,0.3,10.0,169.33333333333334,0.3387096774193548
user_64288,72.0,1.0,1.0,75.0,1.0
user_64290,184.0,0.0,1.0,,1.0
user_64291,152.0,0.5,2.0,37.0,0.7378640776699029
user_64292,327.0,0.13043478260869565,46.0,137.33333333333334,0.07127288578901482
user_64293,110.0,0.0,1.0,,1.0
user_64294,209.0,0.75,4.0,60.0,0.49292452830188677
user_64295,159.0,1.0,1.0,149.0,1.0
user_64296,317.0,0.65,20.0,54.0,0.20165394402035625
user_64297,262.0,0.7142857142857143,14.0,59.7,0.21387755102040817
user_64298,272.0,0.3333333333333333,6.0,54.5,0.35883905013192613
user_64300,274.0,0.3333333333333333,3.0,10.0,0.6666666666666666
user_64301,316.0,0.6923076923076923,13.0,131.11111111111111,0.18933493109646496
user_64302,200.0,1.0,1.0,29.0,1.0
user_64304,234.0,0.25,12.0,117.0,0.24528301886792453
user_64305,72.0,0.5,2.0,30.0,0.5714285714285714
user_64306,138.0,1.0,1.0,54.0,1.0
user_64308,258.0,0.29411764705882354,17.0,106.4,0.20557768924302788
user_64309,208.0,0.6,5.0,477.6666666666667,0.6265060240963856
user_64313,243.0,1.0,4.0,170.0,0.31640625
user_64316,162.0,1.0,1.0,70.0,1.0
user_64320,465.0,0.47058823529411764,102.0,81.20833333333333,0.04246187562779655
user_64321,180.0,0.0,3.0,,0.703125
user_64322,188.0,1.0,2.0,50.0,0.5013333333333333
user_64323,178.0,1.0,7.0,1028.857142857143,0.2672672672672673
user_64326,314.0,0.3225806451612903,31.0,-71.9,0.08509485094850948
user_64327,362.0,0.6730769230769231,52.0,37.457142857142856,0.06494438464298528
user_64328,279.0,0.6,10.0,53.5,0.29935622317596566
user_64329,374.0,0.3333333333333333,21.0,105.14285714285714,0.1915983606557377
user_64333,260.0,0.5,8.0,335.5,0.4140127388535032
user_64337,229.0,0.6666666666666666,3.0,74.0,0.6010498687664042
user_64339,228.0,0.8333333333333334,6.0,187.4,0.47401247401247404
user_64340,249.0,0.4,5.0,128.5,0.4249146757679181
user_64341,17.0,1.0,1.0,57.0,1.0
user_64343,224.0,0.625,16.0,644.5,0.23116615067079463
user_64344,109.0,0.5,2.0,86.0,0.7676056338028169
user_64345,104.0,0.0,2.0,,0.6153846153846154
user_64349,233.0,1.0,8.0,109.875,0.28345498783454987
user_64350,305.0,0.2608695652173913,46.0,959.75,0.10409556313993173
user_64352,77.0,1.0,1.0,78.0,1.0
user_64353,52.0,0.0,1.0,,1.0
user_64354,159.0,0.5,2.0,78.0,0.7718446601941747
user_64356,183.0,0.75,4.0,178.0,0.2859375
user_64357,368.0,0.35294117647058826,17.0,106.16666666666667,0.15639609009774755
user_64358,173.0,1.0,1.0,89.0,1.0
user_64363,154.0,1.0,1.0,30.0,1.0
user_64369,57.0,0.0,1.0,,1.0
user_64371,55.0,1.0,1.0,148.0,1.0
user_64374,112.0,1.0,1.0,97.0,1.0
user_64376,195.0,0.0,1.0,,1.0
user_64381,173.0,0.0,2.0,,0.8871794871794871
user_64382,210.0,0.4117647058823529,17.0,53.57142857142857,0.15578635014836795
user_64384,251.0,0.4,5.0,137.5,0.32639791937581275
user_64386,76.0,0.0,1.0,,1.0
user_64388,222.0,0.3333333333333333,3.0,103.0,0.5591939546599496
user_64390,213.0,0.75,4.0,60.333333333333336,0.4243027888446215
user_64392,227.0,0.2,5.0,138.0,0.43822393822393824
user_64393,137.0,0.6666666666666666,3.0,59.5,0.5661157024793388
user_64394,194.0,1.0,2.0,59.0,0.5
user_64395,194.0,0.0,2.0,,0.776
user_64397,149.0,1.0,1.0,283.0,1.0
user_64398,226.0,0.5,4.0,59.0,0.46887966804979253
user_64399,174.0,1.0,1.0,257.0,1.0
user_64401,173.0,1.0,1.0,49.0,1.0
user_64409,246.0,0.5,6.0,106.33333333333333,0.35294117647058826
user_64410,175.0,0.6666666666666666,3.0,155.0,0.390625
user_64411,105.0,0.0,1.0,,1.0
user_64414,390.0,0.5348837209302325,43.0,-84022.26086956522,0.10752688172043011
user_64417,278.0,0.3,10.0,120.0,0.1900205058099795
user_64418,199.0,0.42857142857142855,7.0,61.0,0.334453781512605
user_64421,279.0,0.8,5.0,128.0,0.44285714285714284
user_64422,164.0,1.0,1.0,151.0,1.0
user_64423,152.0,1.0,1.0,117.0,1.0
user_64424,93.0,0.3333333333333333,3.0,112.0,0.5849056603773585
user_64425,112.0,0.7142857142857143,7.0,68.6,0.2692307692307692
user_64426,245.0,0.0,3.0,,0.718475073313783
user_64428,86.0,0.0,1.0,,1.0
user_64429,342.0,0.625,8.0,97.8,0.3873159682899207
user_64435,77.0,1.0,2.0,47.5,0.6209677419354839
user_64438,235.0,0.5,4.0,140.5,0.3694968553459119
user_64439,195.0,1.0,3.0,85.0,0.43333333333333335
user_64440,329.0,0.5588235294117647,34.0,81.42105263157895,0.08882289416846652
user_64444,318.0,0.3333333333333333,24.0,69.75,0.10140306122448979
user_64448,244.0,0.24,25.0,49.5,0.14310850439882697
user_64451,237.0,0.8333333333333334,6.0,132.4,0.4143356643356643
user_64454,257.0,0.42857142857142855,7.0,55.0,0.27195767195767195
user_64455,316.0,0.4666666666666667,15.0,115.85714285714286,0.1628026790314271
user_64456,240.0,0.2,5.0,54.0,0.4293381037567084
user_64457,279.0,0.16666666666666666,6.0,163.0,0.4869109947643979
user_64458,238.0,0.6666666666666666,3.0,62.5,0.5458715596330275
user_64462,194.0,0.5,6.0,255.66666666666666,0.47783251231527096
user_64463,122.0,0.5,4.0,52.5,0.5083333333333333
user_64466,238.0,0.5,6.0,148.66666666666666,0.3628048780487805
user_64467,208.0,0.6666666666666666,3.0,118.5,0.6603174603174603
user_64468,264.0,0.14285714285714285,7.0,108.0,0.28820960698689957
user_64469,390.0,0.5454545454545454,33.0,43.94444444444444,0.170082860880942
user_64471,181.0,0.5,4.0,127.0,0.3875802997858672
user_64472,304.0,0.8,10.0,82.625,0.27711941659070194
user_64473,156.0,1.0,1.0,124.0,1.0
user_64478,266.0,0.3333333333333333,9.0,241.66666666666666,0.2580019398642095
user_64479,117.0,0.0,2.0,,0.65
user_64480,206.0,0.0,2.0,,0.5582655826558266
user_64481,141.0,0.8,5.0,66.75,0.3357142857142857
user_64483,217.0,0.4,5.0,106.5,0.3273001508295626
user_64484,239.0,0.6666666666666666,6.0,85.25,0.28691476590636256
user_64488,181.0,0.6666666666666666,3.0,292.0,0.34807692307692306
user_64489,189.0,0.6666666666666666,3.0,116.5,0.3333333333333333
user_64493,134.0,1.0,2.0,78.5,0.6291079812206573
user_64496,85.0,0.0,1.0,,1.0
user_64499,184.0,0.75,4.0,104.33333333333333,0.5125348189415042
user_64501,90.0,0.5,2.0,21.0,0.9278350515463918
user_64502,399.0,0.5,68.0,64.61764705882354,0.05063451776649746
user_64503,300.0,0.7380952380952381,42.0,130.74193548387098,0.050530570995452245
user_64506,312.0,0.625,8.0,74.0,0.29023255813953486
user_64507,113.0,1.0,1.0,116.0,1.0
user_64511,100.0,1.0,1.0,97.0,1.0
user_64512,180.0,0.5,2.0,383.0,0.5
user_64513,277.0,0.5384615384615384,13.0,174.71428571428572,0.21573208722741433
user_64515,139.0,0.0,2.0,,0.6043478260869565
user_64516,38.0,0.0,1.0,,1.0
user_64518,124.0,1.0,2.0,49.0,0.6262626262626263
user_64519,306.0,0.6,10.0,210.0,0.3
user_64525,126.0,0.75,4.0,231.33333333333334,0.47191011235955055
user_64528,203.0,1.0,1.0,307.0,1.0
user_64530,215.0,0.6666666666666666,3.0,160.5,0.6005586592178771
user_64533,320.0,0.625,8.0,99.2,0.3690888119953864
user_64534,120.0,0.0,1.0,,1.0
user_64535,183.0,1.0,2.0,37.0,0.6630434782608695
user_64537,121.0,0.0,2.0,,0.8287671232876712
user_64538,140.0,1.0,2.0,74.5,0.5833333333333334
user_64540,205.0,0.75,4.0,113.0,0.3106060606060606
user_64541,215.0,0.75,4.0,108.66666666666667,0.4056603773584906
user_64542,269.0,0.7142857142857143,7.0,105.4,0.3225419664268585
user_64544,67.0,0.0,4.0,,0.5037593984962406
user_64546,172.0,1.0,1.0,243.0,1.0
user_64547,149.0,0.5,2.0,204.0,0.7198067632850241
user_64549,99.0,0.0,1.0,,1.0
user_64550,74.0,0.5,2.0,63.0,0.9367088607594937
user_64551,174.0,1.0,1.0,13.0,1.0
user_64552,184.0,0.6666666666666666,3.0,127.0,0.44768856447688565
user_64553,390.0,0.59375,32.0,93.0,0.08613074204946997
user_64555,234.0,0.42857142857142855,7.0,64.66666666666667,0.4246823956442831
user_64558,178.0,1.0,1.0,217.0,1.0
user_64559,271.0,0.625,8.0,51.6,0.2580952380952381
user_64560,104.0,0.0,1.0,,1.0
user_64561,290.0,0.5,6.0,47.333333333333336,0.4503105590062112
user_64562,146.0,0.0,1.0,,1.0
user_64566,255.0,0.2857142857142857,7.0,139.0,0.3159851301115242
user_64567,268.0,0.5,4.0,503.0,0.6889460154241646
user_64569,107.0,1.0,1.0,74.0,1.0
user_64572,219.0,0.8,5.0,85.5,0.31063829787234043
user_64573,204.0,0.9090909090909091,11.0,65.1,0.11092985318107668
user_64577,48.0,1.0,1.0,47.0,1.0
user_64579,215.0,1.0,11.0,88.63636363636364,0.23942093541202672
user_64580,140.0,0.0,1.0,,1.0
user_64582,210.0,0.7142857142857143,7.0,296.0,0.4117647058823529
user_64584,82.0,1.0,1.0,102.0,1.0
user_64586,167.0,1.0,2.0,162.5,0.5091463414634146
user_64588,184.0,0.0,1.0,,1.0
user_64590,279.0,0.4,5.0,74.0,0.45662847790507366
user_64591,251.0,0.375,8.0,114.0,0.33026315789473687
user_64593,254.0,0.4,5.0,173.5,0.315136476426799
user_64595,242.0,0.16666666666666666,6.0,96.0,0.5116279069767442
user_64596,221.0,0.75,4.0,160.66666666666666,0.36894824707846413
user_64597,237.0,1.0,2.0,92.0,0.5954773869346733
user_64599,244.0,0.875,8.0,55.714285714285715,0.28143021914648214
user_64600,50.0,1.0,1.0,78.0,1.0
user_64602,231.0,0.3333333333333333,12.0,96.0,0.18872549019607843
user_64603,195.0,0.0,1.0,,1.0
user_64604,255.0,0.38461538461538464,13.0,134.4,0.1440677966101695
user_64606,218.0,0.0,1.0,,1.0
user_64607,322.0,0.625,16.0,132.1,0.1503970107426436
user_64608,343.0,0.6486486486486487,37.0,121.83333333333333,0.10692019950124688
user_64609,245.0,0.6666666666666666,3.0,79.0,0.7515337423312883
user_64610,236.0,0.6666666666666666,3.0,69.5,0.4338235294117647
user_64614,240.0,0.14285714285714285,7.0,47.0,0.29055690072639223
user_64618,169.0,1.0,1.0,84.0,1.0
user_64619,183.0,1.0,2.0,-43772.5,0.543026706231454
user_64620,232.0,0.25,8.0,545.5,0.2549450549450549
user_64621,72.0,0.0,2.0,,0.5070422535211268
user_64622,359.0,0.6153846153846154,13.0,113.625,0.2253609541745135
user_64623,280.0,0.36363636363636365,11.0,189.0,0.2702702702702703
user_64624,201.0,1.0,3.0,95.66666666666667,0.44370860927152317
user_64626,204.0,0.6666666666666666,3.0,114.0,0.4744186046511628
user_64627,164.0,0.6,5.0,148.0,0.26198083067092653
user_64628,242.0,0.5,2.0,260.0,0.8768115942028986
user_64629,74.0,0.6666666666666666,3.0,76.0,0.3645320197044335
user_64630,194.0,0.3333333333333333,3.0,54.0,0.671280276816609
user_64632,253.0,0.3333333333333333,9.0,90.33333333333333,0.3135068153655514
user_64635,172.0,1.0,1.0,57.0,1.0
user_64636,134.0,0.3333333333333333,3.0,62.0,0.3861671469740634
user_64641,186.0,1.0,3.0,90.33333333333333,0.33634719710669075
user_64642,295.0,0.8571428571428571,7.0,40.833333333333336,0.3801546391752577
user_64644,168.0,1.0,1.0,117.0,1.0
user_64645,89.0,0.5,2.0,34.0,0.6544117647058824
user_64647,320.0,0.6470588235294118,17.0,82.72727272727273,0.1545147271849348
user_64648,276.0,0.46153846153846156,13.0,109.83333333333333,0.22885572139303484
user_64649,181.0,1.0,3.0,51.0,0.5993377483443708
user_64652,259.0,0.2,5.0,107.0,0.410459587955626
user_64654,229.0,0.4,10.0,59.25,0.38747884940778343
user_64655,261.0,0.0,9.0,,0.3283018867924528
user_64657,247.0,0.5,6.0,120.0,0.26559139784946234
user_64661,315.0,0.125,24.0,115.66666666666667,0.09958899778691116
user_64662,270.0,0.6666666666666666,9.0,158.0,0.4492512479201331
user_64663,207.0,0.4,5.0,93.0,0.5280612244897959
user_64665,436.0,0.75,76.0,101.10526315789474,0.050166839259003566
user_64666,323.0,0.21052631578947367,38.0,124.875,0.09273614699971289
user_64668,93.0,0.0,1.0,,1.0
user_64669,109.0,0.0,1.0,,1.0
user_64671,229.0,0.8,5.0,114.75,0.4702258726899384
user_64672,68.0,0.0,1.0,,1.0
user_64674,163.0,0.5555555555555556,9.0,87.4,0.2633279483037157
user_64675,161.0,1.0,1.0,152.0,1.0
user_64676,51.0,0.0,1.0,,1.0
user_64677,94.0,0.5,2.0,66.0,0.706766917293233
user_64680,254.0,0.25,4.0,71.0,0.7055555555555556
user_64683,155.0,1.0,1.0,103.0,1.0
user_64687,240.0,0.6666666666666666,9.0,91.66666666666667,0.2850356294536817
user_64689,292.0,0.23333333333333334,30.0,78.42857142857143,0.11981945014361921
user_64695,73.0,0.0,1.0,,1.0
user_64696,138.0,0.6666666666666666,3.0,55.5,0.6
user_64697,233.0,0.7142857142857143,7.0,59.4,0.29987129987129985
user_64698,303.0,0.3,20.0,3585.6666666666665,0.1802498512790006
user_64699,344.0,0.7272727272727273,11.0,143.875,0.2871452420701169
user_64703,109.0,1.0,2.0,105.0,0.689873417721519
user_64707,88.0,0.0,1.0,,1.0
user_64708,58.0,1.0,1.0,146.0,1.0
user_64709,199.0,1.0,2.0,167.5,0.6791808873720137
user_64711,52.0,0.5,2.0,7.0,0.5
user_64712,284.0,0.2222222222222222,9.0,112.5,0.3631713554987212
user_64713,250.0,0.4,10.0,287.75,0.24777006937561943
user_64716,280.0,0.8,5.0,97.25,0.3389830508474576
user_64717,207.0,0.5714285714285714,7.0,113.5,0.22234156820622986
user_64718,221.0,0.25,8.0,161.0,0.24126637554585154
user_64719,242.0,0.0,14.0,,0.24469160768452983
user_64720,351.0,0.7522935779816514,109.0,37.53658536585366,0.019241311259730293
user_64721,222.0,1.0,8.0,-265.5,0.2824427480916031
user_64724,248.0,0.6,5.0,137.33333333333334,0.3803680981595092
user_64726,104.0,1.0,1.0,48.0,1.0
user_64727,348.0,0.8571428571428571,14.0,142.5,0.19506726457399104
user_64728,300.0,0.45,20.0,70.55555555555556,0.17271157167530224
user_64729,305.0,0.625,8.0,136.6,0.3465909090909091
user_64737,368.0,0.3611111111111111,36.0,83.0,0.10833088018840153
user_64738,332.0,0.18518518518518517,108.0,115.9,0.04761221855729241
user_64739,216.0,1.0,2.0,144.0,0.7397260273972602
user_64741,157.0,1.0,1.0,77.0,1.0
user_64742,199.0,0.0,4.0,,0.454337899543379
user_64743,137.0,0.5,2.0,171.0,0.8670886075949367
user_64751,169.0,0.3333333333333333,3.0,29.0,0.6575875486381323
user_64753,193.0,1.0,1.0,3.0,1.0
user_64754,184.0,1.0,1.0,50.0,1.0
user_64755,130.0,0.5,2.0,42.0,0.6341463414634146
user_64756,189.0,0.5,2.0,39.0,0.5
user_64759,241.0,0.26666666666666666,15.0,57.5,0.1956168831168831
user_64760,216.0,0.7142857142857143,7.0,99.4,0.21492537313432836
user_64761,194.0,0.0,8.0,,0.34767025089605735
user_64765,188.0,1.0,1.0,287.0,1.0
user_64766,220.0,1.0,3.0,130.66666666666666,0.583554376657825
user_64767,131.0,0.4,5.0,-22.5,0.4055727554179567
user_64769,273.0,0.7692307692307693,13.0,58.2,0.2323404255319149
user_64773,370.0,0.5675675675675675,37.0,138.85714285714286,0.11862776530939403
user_64777,139.0,1.0,1.0,142.0,1.0
user_64778,229.0,0.4,5.0,182.0,0.41788321167883213
user_64779,87.0,1.0,1.0,81.0,1.0
user_64780,290.0,0.5384615384615384,13.0,187.42857142857142,0.2680221811460259
user_64782,176.0,1.0,1.0,146.0,1.0
user_64783,280.0,0.5,8.0,318.0,0.39603960396039606
user_64785,139.0,0.75,4.0,113.33333333333333,0.3475
user_64786,261.0,0.7,10.0,92.42857142857143,0.30526315789473685
user_64787,183.0,0.0,1.0,,1.0
user_64788,49.0,0.0,1.0,,1.0
user_64789,250.0,0.5294117647058824,17.0,68.77777777777777,0.18382352941176472
user_64791,119.0,0.6666666666666666,3.0,52.0,0.5
user_64793,194.0,0.6666666666666666,3.0,126.5,0.4911392405063291
user_64794,244.0,1.0,2.0,75.0,0.7922077922077922
user_64795,88.0,0.0,2.0,,0.946236559139785
user_64796,226.0,0.4,5.0,-49005.0,0.37919463087248323
user_64798,184.0,0.0,1.0,,1.0
user_64799,335.0,0.7142857142857143,7.0,99.6,0.3394123606889564
user_64801,187.0,0.5,2.0,296.0,0.9121951219512195
user_64802,278.0,0.5,8.0,90.5,0.35686777920410784
user_64803,206.0,0.5263157894736842,19.0,55.9,0.16006216006216006
user_64807,79.0,0.5,8.0,75.25,0.3237704918032787
user_64808,156.0,0.0,2.0,,0.8387096774193549
user_64809,205.0,0.25,4.0,131.0,0.5758426966292135
user_64811,32.0,0.0,2.0,,0.6956521739130435
user_64812,36.0,0.0,2.0,,0.5373134328358209
user_64813,198.0,0.4,5.0,42.0,0.34196891191709844
user_64817,314.0,0.29411764705882354,17.0,64.8,0.171960569550931
user_64818,233.0,0.5,6.0,100.33333333333333,0.2838002436053593
user_64821,136.0,0.5,4.0,47.0,0.39420289855072466
user_64822,193.0,0.5,2.0,50.0,0.5
user_64823,203.0,1.0,1.0,355.0,1.0
user_64830,236.0,0.6428571428571429,28.0,59.666666666666664,0.0583148010872251
user_64831,176.0,0.3225806451612903,31.0,228.0,0.08502415458937199
user_64832,303.0,0.5625,16.0,71.0,0.1184519155590305
user_64833,211.0,1.0,3.0,149.66666666666666,0.42886178861788615
user_64835,242.0,0.5555555555555556,9.0,68.0,0.19329073482428116
user_64836,325.0,0.375,16.0,130.16666666666666,0.18635321100917432
user_64840,133.0,1.0,2.0,58.5,0.9708029197080292
user_64843,95.0,0.0,1.0,,1.0
user_64844,178.0,0.5,4.0,264.0,0.26061493411420206
user_64845,241.0,0.875,8.0,97.71428571428571,0.3957307060755337
user_64848,301.0,1.0,6.0,84.66666666666667,0.3819796954314721
user_64849,299.0,0.75,8.0,36.333333333333336,0.40846994535519127
user_64851,142.0,1.0,1.0,35.0,1.0
user_64853,246.0,0.6666666666666666,6.0,80.5,0.3967741935483871
user_64854,244.0,0.5714285714285714,7.0,97.5,0.23898139079333985
user_64858,337.0,0.5,18.0,106.88888888888889,0.23599439775910364
user_64860,234.0,0.25,4.0,28.0,0.47368421052631576
user_64861,241.0,0.2,10.0,-181.5,0.20993031358885017
user_64862,257.0,0.46153846153846156,13.0,69.16666666666667,0.2156040268456376
user_64863,298.0,0.5714285714285714,7.0,174.5,0.31634819532908703
user_64870,246.0,0.75,4.0,157.0,0.5843230403800475
user_64871,296.0,0.5555555555555556,9.0,104.6,0.3128964059196617
user_64872,48.0,0.0,1.0,,1.0
user_64873,318.0,0.6363636363636364,11.0,72.42857142857143,0.23520710059171598
user_64875,294.0,0.45454545454545453,11.0,44.0,0.22932917316692666
user_64876,88.0,1.0,2.0,67.0,0.6821705426356589
user_64877,145.0,0.3333333333333333,3.0,32.0,0.6502242152466368
